origin_kind,source_path,organized_path,role,current,source_sha256,current_sha256,change_type,origin_reference,note
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/Project_Integrity_OS_11_Conservazione_Rettifiche_Cancellazione_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/current/Project_Integrity_OS_11_Conservazione_Rettifiche_Cancellazione_v0_2_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_DRAFT,True,b7132a0b1264accd744edfbe0725df01ea6d4ddd80497ef191cb75b1f1f052df,0d01bff8773971a7d4f2b2037b100000730492ffea2e14807ebafed27e54facc,PATH_METADATA_ONLY,TODO-0101.zip,"Decisione nata durante TODO-0101; spostata nella documentazione globale. DRAFT, non ancora schema fisico autorevole."
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/Project_Integrity_OS_12_Ruoli_Permessi_Sensibilita_Redazione_TODO-0101_v0_3_DRAFT.md,docs/architecture/data-model/current/Project_Integrity_OS_12_Ruoli_Permessi_Sensibilita_Redazione_v0_3_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_DRAFT,True,0c02d592c5956e068fb02164ba34cba30b86514a1b2d140197cc28beac3bc6e2,4013957c893600e0bb6cd1329a066e9a958a5d3e939d7e859a6856a6a52d0504,PATH_METADATA_ONLY,TODO-0101.zip,"Decisione nata durante TODO-0101; spostata nella documentazione globale. DRAFT, non ancora schema fisico autorevole."
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/Project_Integrity_OS_13_Transizioni_Condizioni_Complete_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/current/Project_Integrity_OS_13_Transizioni_Condizioni_Complete_v0_2_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_DRAFT,True,02e4d54d912159e31c95077d7dcb416dc1752c10c9f638d21f76599718045c15,7628580a99b2562bde70a750bdc0ad2fe46adc3bb976896de42e15c427dedd4b,PATH_METADATA_ONLY,TODO-0101.zip,"Decisione nata durante TODO-0101; spostata nella documentazione globale. DRAFT, non ancora schema fisico autorevole."
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/Project_Integrity_OS_14_Cardinalita_Tabelle_Associative_TODO-0101_v0_3_DRAFT.md,docs/architecture/data-model/current/Project_Integrity_OS_14_Cardinalita_Tabelle_Associative_v0_3_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_DRAFT,True,483502fb4f70ad3c1ddda96a2fa1171ee336dfb8af1516e3e241834c35535a01,621f9437d4357271b32f8de355b129535da6a4bda1990e9312d9080a35b8a26c,PATH_METADATA_AND_TITLE_ONLY,TODO-0101.zip,"Decisione nata durante TODO-0101; spostata nella documentazione globale. DRAFT, non ancora schema fisico autorevole."
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/Project_Integrity_OS_15_Schema_Completo_Implementazione_Progressiva_TODO-0101_v0_3_DRAFT.md,docs/architecture/data-model/current/Project_Integrity_OS_15_Schema_Completo_Implementazione_Progressiva_v0_3_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_DRAFT,True,02ee32e929a7700ce684c822a19efee4de0862a736c3909718e85faf34fc5c12,fdd6921cea9ac2fd4c9cfd7886c38285ac789b9cad7889c63e889f0016b5387c,PATH_METADATA_ONLY,TODO-0101.zip,"Decisione nata durante TODO-0101; spostata nella documentazione globale. DRAFT, non ancora schema fisico autorevole."
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_01_Principi_Tracciabilita_Contesto_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_01_Principi_Tracciabilita_Contesto_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,0f7df72c28e0d16702927df5a41830b9fa750a6b7e670dee69e025d9e78e9d3f,0f7df72c28e0d16702927df5a41830b9fa750a6b7e670dee69e025d9e78e9d3f,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_02_Modello_Gerarchico_Contesto_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_02_Modello_Gerarchico_Contesto_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,9a8c737867463b149a92e9f46f8c96a4b7d8c253c4a31d0df273954968508bda,9a8c737867463b149a92e9f46f8c96a4b7d8c253c4a31d0df273954968508bda,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_03_Context_Package_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_03_Context_Package_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,a462d6d5d7d9338114103741fd7ffb0dec82d63d218d1c054f3d1917c91745bf,a462d6d5d7d9338114103741fd7ffb0dec82d63d218d1c054f3d1917c91745bf,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_04_Provenienza_Informazioni_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_04_Provenienza_Informazioni_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,5de9c58af5974fadd48ff8700aa18ea7dfbd15b06a3d990a6332a2b6251df5f1,5de9c58af5974fadd48ff8700aa18ea7dfbd15b06a3d990a6332a2b6251df5f1,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_05_Sintesi_Drill_Down_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_05_Sintesi_Drill_Down_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,65a1a33bad903321ab235d1ffd10a7fbb368b529f64d353f7d4c9cfaa4d40278,65a1a33bad903321ab235d1ffd10a7fbb368b529f64d353f7d4c9cfaa4d40278,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_06_Requisiti_Test_Tracciabilita_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_06_Requisiti_Test_Tracciabilita_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,06b33146cd652d3cb5b1b58da4cedaa4afaf791613e60ee12f4062984dee6a24,06b33146cd652d3cb5b1b58da4cedaa4afaf791613e60ee12f4062984dee6a24,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_07_Lifecycle_Decisioni_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_07_Lifecycle_Decisioni_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,a2c972ba5af1f7e4a7e775dd7c432022ccb135c5c4abb4259ffada2d7a8a9551,a2c972ba5af1f7e4a7e775dd7c432022ccb135c5c4abb4259ffada2d7a8a9551,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_08_Registro_Elementi_Irrisolti_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_08_Registro_Elementi_Irrisolti_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,f1fbb7e3e3fe689aef42ad04ba4f4ee8c7d28538c480906ac97b1c87213c144d,f1fbb7e3e3fe689aef42ad04ba4f4ee8c7d28538c480906ac97b1c87213c144d,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_08_Registro_Elementi_Irrisolti_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_08_Registro_Elementi_Irrisolti_v0_2_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,120e72f4c77351b95248ac5e63475986afbcfba96caf2d83b5809ddbaf38497e,120e72f4c77351b95248ac5e63475986afbcfba96caf2d83b5809ddbaf38497e,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_09_Eventi_Ricostruzione_Temporale_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_09_Eventi_Ricostruzione_Temporale_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,8d0c0a36020ff2624d37e0bcc9fdfd07c185781ca3f08f049e5c86bdd2986f02,8d0c0a36020ff2624d37e0bcc9fdfd07c185781ca3f08f049e5c86bdd2986f02,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_10_Integrita_Trasversale_Anti_Orfano_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_10_Integrita_Trasversale_Anti_Orfano_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,48f5d5ff760dbbf57a064b92e7c86ba2a1df3ca9c951ef4922d88b6682cae2f7,48f5d5ff760dbbf57a064b92e7c86ba2a1df3ca9c951ef4922d88b6682cae2f7,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_10_Integrita_Trasversale_Anti_Orfano_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_10_Integrita_Trasversale_Anti_Orfano_v0_2_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,9c0825f784ec19ae09eda9811f7b37072d9dc1956b96a6445bbe3855fab36cb7,9c0825f784ec19ae09eda9811f7b37072d9dc1956b96a6445bbe3855fab36cb7,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_11_Conservazione_Rettifiche_Cancellazione_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_11_Conservazione_Rettifiche_Cancellazione_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,44066f5ffd02874c8240ebf3160defee51f532fba607088b70c619dd43d1b535,44066f5ffd02874c8240ebf3160defee51f532fba607088b70c619dd43d1b535,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_12_Ruoli_Permessi_Sensibilita_Redazione_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_12_Ruoli_Permessi_Sensibilita_Redazione_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,32b516b304cd94edd8831e8c0e620e79eb00dfd0ba91f498686cdb0ef5531554,32b516b304cd94edd8831e8c0e620e79eb00dfd0ba91f498686cdb0ef5531554,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_12_Ruoli_Permessi_Sensibilita_Redazione_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_12_Ruoli_Permessi_Sensibilita_Redazione_v0_2_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,e511437e2ae1cb7585fc6f0756a05f159c84e12cf7fffdb1db871a6efd0c4319,e511437e2ae1cb7585fc6f0756a05f159c84e12cf7fffdb1db871a6efd0c4319,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_13_Transizioni_Condizioni_Complete_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_13_Transizioni_Condizioni_Complete_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,c5bef3992c193c8361af49510f68adf48745d8a8c83ab5c3f713d0b1e6809e8e,c5bef3992c193c8361af49510f68adf48745d8a8c83ab5c3f713d0b1e6809e8e,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_14_Cardinalita_Tabelle_Associative_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_14_Cardinalita_Tabelle_Associative_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,c02253b8162912b5ff2a6bbc8c6748ed274a68026351aada33b668a2ad3ecf23,c02253b8162912b5ff2a6bbc8c6748ed274a68026351aada33b668a2ad3ecf23,PATH_METADATA_AND_TITLE_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_14_Cardinalita_Tabelle_Associative_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_14_Cardinalita_Tabelle_Associative_v0_2_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,2a21536e96518bcf9b5993b8a8d89fe6d925c3026efe7cbc491b50ffe8f83e55,2a21536e96518bcf9b5993b8a8d89fe6d925c3026efe7cbc491b50ffe8f83e55,PATH_METADATA_AND_TITLE_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_15_Schema_Completo_Implementazione_Progressiva_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_15_Schema_Completo_Implementazione_Progressiva_v0_1_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,5c064067a141ff630b7626e8a09f758eab76d3174f6c2aef76bc4d573f669ea5,5c064067a141ff630b7626e8a09f758eab76d3174f6c2aef76bc4d573f669ea5,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decisions/history/Project_Integrity_OS_15_Schema_Completo_Implementazione_Progressiva_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/history/decisions/Project_Integrity_OS_15_Schema_Completo_Implementazione_Progressiva_v0_2_DRAFT.md,GLOBAL_ARCHITECTURE_DECISION_HISTORY,False,1c6e9b791de7d60fd9123ba354b1c6c3ffea16af9f9a8d53ae3f8b80724eb2a2,1c6e9b791de7d60fd9123ba354b1c6c3ffea16af9f9a8d53ae3f8b80724eb2a2,PATH_METADATA_ONLY,TODO-0101.zip,Versione storica della decisione globale.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/Project_Integrity_OS_Decision_Log_TODO-0101_v0_8_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_8_DRAFT.md,GLOBAL_DECISION_LOG_DRAFT,False,3bb7644dfdf5e66e7f350f4737f07d8ab31e69dc1781af7a1241e34f5190672c,3bb7644dfdf5e66e7f350f4737f07d8ab31e69dc1781af7a1241e34f5190672c,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Indice corrente delle decisioni DEC-0101-001 → DEC-0101-020.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/history/Project_Integrity_OS_Decision_Log_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_1_DRAFT.md,GLOBAL_DECISION_LOG_HISTORY,False,f0a1145c651378f3574e7e8b34f58d04239b8b0ad824e023e696720beba7ec7b,f0a1145c651378f3574e7e8b34f58d04239b8b0ad824e023e696720beba7ec7b,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Versione storica del Decision Log.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/history/Project_Integrity_OS_Decision_Log_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_2_DRAFT.md,GLOBAL_DECISION_LOG_HISTORY,False,ebe6af04dd04bf671511ae220129ba65645353a24314d45e4c4fc21dc0a0ed87,ebe6af04dd04bf671511ae220129ba65645353a24314d45e4c4fc21dc0a0ed87,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Versione storica del Decision Log.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/history/Project_Integrity_OS_Decision_Log_TODO-0101_v0_3_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_3_DRAFT.md,GLOBAL_DECISION_LOG_HISTORY,False,c2d97bd018902383e5ae64b2887eb08b47c52066844734c14d934972a8994906,c2d97bd018902383e5ae64b2887eb08b47c52066844734c14d934972a8994906,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Versione storica del Decision Log.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/history/Project_Integrity_OS_Decision_Log_TODO-0101_v0_4_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_4_DRAFT.md,GLOBAL_DECISION_LOG_HISTORY,False,f98f7254f4a7e25a3548f60e2c7e2e6469f41bd398da0490e31835b43d0e46bb,f98f7254f4a7e25a3548f60e2c7e2e6469f41bd398da0490e31835b43d0e46bb,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Versione storica del Decision Log.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/history/Project_Integrity_OS_Decision_Log_TODO-0101_v0_5_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_5_DRAFT.md,GLOBAL_DECISION_LOG_HISTORY,False,0dd87dd31de2f0549209c2da6f3032771f3c0ecb0c68b1ae7bf02bc88be0fb75,0dd87dd31de2f0549209c2da6f3032771f3c0ecb0c68b1ae7bf02bc88be0fb75,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Versione storica del Decision Log.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/history/Project_Integrity_OS_Decision_Log_TODO-0101_v0_6_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_6_DRAFT.md,GLOBAL_DECISION_LOG_HISTORY,False,20d8b2461e8537ecf041e2a9647c7ac18a2208091c7115161ccde25454cc2fdf,20d8b2461e8537ecf041e2a9647c7ac18a2208091c7115161ccde25454cc2fdf,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Versione storica del Decision Log.
SOURCE_ARCHIVE,TODO-0101/analysis/decision-log/history/Project_Integrity_OS_Decision_Log_TODO-0101_v0_7_DRAFT.md,docs/architecture/data-model/history/decision-log/Project_Integrity_OS_Decision_Log_Data_Model_v0_7_DRAFT.md,GLOBAL_DECISION_LOG_HISTORY,False,5d363dbabb86cd7c219ef9380b25b6e5ddf994d35a010000f98bbfc74c9b4b8e,5d363dbabb86cd7c219ef9380b25b6e5ddf994d35a010000f98bbfc74c9b4b8e,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Versione storica del Decision Log.
SOURCE_ARCHIVE,TODO-0101/analysis/verification/history/Project_Integrity_OS_Correction_Set_TODO-0101_v0_1_DRAFT.md,docs/architecture/data-model/history/consolidation/Project_Integrity_OS_Correction_Set_Data_Model_v0_1_DRAFT.md,GLOBAL_CONSOLIDATION_HISTORY,False,46a982e85d4190eb39f37986c37a3d820aac8ee48be25c72618ec87fde3761a7,46a982e85d4190eb39f37986c37a3d820aac8ee48be25c72618ec87fde3761a7,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Prima versione del pacchetto di correzione decisionale.
SOURCE_ARCHIVE,TODO-0101/analysis/verification/Project_Integrity_OS_Correction_Set_TODO-0101_v0_2_DRAFT.md,docs/architecture/data-model/history/consolidation/Project_Integrity_OS_Correction_Set_Data_Model_v0_2_DRAFT.md,GLOBAL_CONSOLIDATION_HISTORY,False,f75b7a67d3f97272afe99e4981cce41c568d27a57b49b80b548e40f0ffc771f5,f75b7a67d3f97272afe99e4981cce41c568d27a57b49b80b548e40f0ffc771f5,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Correction Set applicato ai documenti correnti; conservato come storico.
SOURCE_ARCHIVE,TODO-0101/analysis/verification/Project_Integrity_OS_Open_Issues_Register_TODO-0101_v0_1_DRAFT.md,docs/planning/Project_Integrity_OS_Open_Issues_Data_Model_v0_1_DRAFT.md,GLOBAL_PLANNING_INPUT_DRAFT,True,f5b5d7bc30708468541efe0b917e98edb3d52cbe138140d01f24e4b498787605,f5b5d7bc30708468541efe0b917e98edb3d52cbe138140d01f24e4b498787605,PRESERVED_BYTE_FOR_BYTE,TODO-0101.zip,Registro sorgente da tradurre successivamente nel file Implementazioni e nella To-Do.
